IEMG,MAV,ZC,FR,MNF,MDF,PKF,WENT,label
1.9352465823520764,1.0144070246797332,43.62767366200286,1.2495053655935802,159.49974664849555,52.93191749862552,188.48457662326956,0.06484533678883483,0
4.758500101408589,1.2099173654688027,39.962088660826296,1.6201201587688914,77.67679933980673,48.5055221423228,158.07971710081284,0.013501312098678775,0
3.6867703148758855,2.1436411133453417,25.853852125257404,1.3440001709844998,101.99595415548293,124.58687310411297,243.96474922686994,0.06510343067890612,2
3.0334265725654794,0.8830107458467359,64.65400030913392,0.6249538746676946,149.49209552867273,175.25628514898568,117.22633666732048,0.018070174608770466,0
0.864491338167939,2.1806417277898196,52.8961744457766,0.7783703551753332,122.313401678672,110.38098325366136,179.9355907198199,0.07393098146668725,2
0.864373149647393,0.2659293558928942,87.91308930916033,0.8289922760463787,160.78565579523408,47.212131631502714,199.03570254833784,0.04510698819228376,1
0.38460969962417735,1.9531561711611454,12.889862243385242,0.8867963804672674,194.18118518342897,70.97061185084387,220.34596318871488,0.08539268424116668,2
4.344263114297182,2.1264917009841042,67.94811347996136,1.3481050879257563,67.48200315727962,74.2710068982079,149.1850751727612,0.09482763207386176,1
3.0454635575417233,0.49545324945147995,78.66539906604051,1.2559486697380902,156.43515745970916,87.29999807917301,196.77672430177185,0.047539930731904816,1
3.569555631200623,1.104349004311891,78.35379122694764,0.8047400575463134,84.55162334481719,46.10447370206977,131.54425013532807,0.05144997659263716,1
0.200864022049432,0.45547444792595626,89.74665703859726,0.6013322651835307,112.17150911113538,166.68497806970828,154.03093570150946,0.06311328229115652,0
4.852558275593772,1.7811801160358336,75.61303685465447,0.7571483067120771,54.92940886927097,112.17895226100933,232.25661230457786,0.027741944967224548,0
4.178968939922067,1.361602031751059,93.50290554829267,1.9765719689279049,70.38610734390484,133.93031101357525,241.48429358626223,0.09345995567455252,2
1.1404616423235534,1.6065421994353866,39.93909398388023,1.2028204246872085,97.96659335733494,49.404197165301255,202.19894897763498,0.04896999338512355,1
0.990942339314793,0.5313930690427173,55.28884750763888,1.8010182570531688,101.29787079319775,47.57616549251092,143.63982143195145,0.025013830232440658,2
0.9986820982818257,0.5687773620284279,11.267169695460161,1.773128700003265,184.93778246931436,122.10548808567661,219.40982429569289,0.07864586500769956,1
1.590786990501735,0.1516684474992706,10.62618285729621,1.2672793361943104,161.27193638997727,164.22144147058913,84.39740389332142,0.02972362351995867,1
2.6713065149979656,0.839065461229538,31.61139584063679,1.5600315626908152,195.82744522805615,113.98748013433658,97.46680479170158,0.02291763475646695,2
2.2165305913463675,1.4213744202675038,19.072647742517674,0.7891280156190684,139.86072655028607,162.89468415981003,192.4335351838114,0.06065848679446065,2
